"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"11764",11,330,"JR","RHP","College of Central Florida",2021,"Cincinnati Reds","Shawn Guilliams"
"11765",11,331,"JR","SS","University of New Mexico",2021,"St. Louis Cardinals","Mack Chambers"
"11766",11,332,"JR","LHP","University of Iowa",2021,"Toronto Blue Jays","Trenton Wallace"
"11767",11,333,"JR","RHP","Ohio State University",2021,"New York Yankees","Jack Neely"
"11768",11,334,"JR","RHP","Penfield High School (Penfield, NY)",2021,"Chicago Cubs","Gage Ziehl"
"11769",11,335,"JR","RHP","Jacksonville State University",2021,"Chicago White Sox","Christian Edwards"
"11770",11,336,"JR","RHP","University of Southern Mississippi",2021,"Cleveland Indians","Hunter Stanley"
"11771",11,337,"JR","LHP","St. Benedict Catholic Secondary School (Cambridge, Ontario)",2021,"Atlanta Braves","Adam Shoemaker"
"11772",11,338,"JR","LHP","Colegio CADEST (Carolina, PR)",2021,"Oakland Athletics","Eduardo Rivera"
"11773",11,339,"JR","RHP","Texas Tech University",2021,"Minnesota Twins","Brandon Birdsell"
"11774",11,340,"JR","IF","University of North Carolina at Pembroke",2021,"San Diego Padres","River Ryan"
"11775",11,341,"JR","RHP","UCLA",2021,"Tampa Bay Rays","Sean Mullen"
"11776",11,342,"JR","LHP","Oklahoma State University",2021,"Los Angeles Dodgers","Justin Wrobleski"
"11777",12,343,"JR","LHP","Orange Coast College",2021,"Pittsburgh Pirates","Chazz Martinez"
"11778",12,344,"JR","RHP","University of Tennessee",2021,"Texas Rangers","Jackson Leath"
"11779",12,345,"JR","RHP","Duke University",2021,"Detroit Tigers","Mike Rothenberg"
"11780",12,346,"JR","RHP","University of California, Santa Barbara",2021,"Boston Red Sox","Christopher Troye"
"11781",12,347,"JR","RHP","University of New Mexico",2021,"Baltimore Orioles","Justin Armbruester"
"11782",12,348,"JR","SS","Acalanes High School (Lafayette, CA)",2021,"Arizona Diamondbacks","Davis Diaz"
"11783",12,349,"JR","LHP","University of Washington",2021,"Kansas City Royals","Tyson Guerrero"
"11784",12,350,"JR","LHP","University of Central Missouri",2021,"Colorado Rockies","Mason Green"
"11785",12,351,"JR","LHP","IMG Academy (Bradenton, FL)",2021,"Los Angeles Angels","Mason Albright"
"11786",12,352,"JR","1B","University of Nevada, Las Vegas",2021,"New York Mets","Jack-Thomas Wold"
"11787",12,353,"JR","LHP","Cal State San Luis Obispo",2021,"Washington Nationals","Andrew Alvarez"
"11788",12,354,"JR","OF","University of North Carolina at Greensboro",2021,"Seattle Mariners","Corey Rosier"
"11789",12,355,"JR","3B","Virginia Polytechnic Institute and State University",2021,"Philadelphia Phillies","T.J. Rumfield"
"11790",12,356,"JR","RHP","University of North Carolina at Wilmington",2021,"San Francisco Giants","Landen Roupp"
"11791",12,357,"JR","LHP","Skyview High School (Vancouver, WA)",2021,"Milwaukee Brewers","Caden Vire"
"11792",12,358,"JR","RHP","Dallas Baptist University",2021,"Houston Astros","Rhett Kouba"
"11793",12,359,"JR","RHP","Washington State University",2021,"Miami Marlins","Brandon White"
"11794",12,360,"JR","RHP","Cypress College",2021,"Cincinnati Reds","Julian Aguiar"
"11795",12,361,"JR","LHP","Virginia Polytechnic Institute and State University",2021,"St. Louis Cardinals","Chris Gerard"
"11796",12,362,"JR","3B","University of Dayton",2021,"Toronto Blue Jays","Riley Tirotta"
"11797",12,363,"JR","C","Dartmouth College",2021,"New York Yankees","Ben Rice"
"11798",12,364,"JR","OF","Permian High School (Odessa, TX)",2021,"Chicago Cubs","Teo Banks"
"11799",12,365,"JR","RHP","Texas Christian University",2021,"Chicago White Sox","Johnny Ray"
"11800",12,366,"JR","OF","California State University, Long Beach",2021,"Cleveland Indians","Connor Kokx"
"11801",12,367,"JR","RHP","University of Illinois at Urbana-Champaign",2021,"Atlanta Braves","Andrew Hoffmann"
"11802",12,368,"JR","RHP","University of Pittsburgh",2021,"Oakland Athletics","Mitch Myers"
"11803",12,369,"JR","OF","University of Connecticut",2021,"Minnesota Twins","Kyler Fedko"
"11804",12,370,"JR","SS","University of California, Santa Barbara",2021,"San Diego Padres","Marcos Castanon"
"11805",12,371,"JR","RHP","College of Southern Nevada",2021,"Tampa Bay Rays","Jonny Cuevas"
"11806",12,372,"JR","LHP","South Mountain Community College",2021,"Los Angeles Dodgers","Ronan Kopp"
"11807",13,373,"JR","RHP","University of Nevada, Reno",2021,"Pittsburgh Pirates","Owen Sharts"
"11808",13,374,"JR","LHP","Polk State College",2021,"Texas Rangers","Thomas Ireland"
"11809",13,375,"JR","3B","University of Toledo",2021,"Detroit Tigers","Chris Meyers"
"11810",13,376,"JR","SS","Wharton High School (Tampa, FL)",2021,"Boston Red Sox","Zach Ehrhard"
"11811",13,377,"JR","1B","Florida Southern College",2021,"Baltimore Orioles","Jacob Teter"
"11812",13,378,"JR","RHP","College of Southern Nevada",2021,"Arizona Diamondbacks","Josh Swales"
"11813",13,379,"JR","RHP","Pensacola State College",2021,"Kansas City Royals","Patrick Halligan"
"11814",13,380,"JR","OF","California State University, Fresno",2021,"Colorado Rockies","EJ Andrews Jr."
"11815",13,381,"JR","LHP","Adrian College",2021,"Los Angeles Angels","Mo Hanley"
"11816",13,382,"JR","OF","San Diego State University",2021,"New York Mets","Matt Rudick"
"11817",13,383,"JR","RHP","Clemson University",2021,"Washington Nationals","Mack Anglin"
"11818",13,384,"JR","IF","University of Southern California",2021,"Seattle Mariners","Ben Ramirez"
"11819",13,385,"JR","OF","Shepherd University",2021,"Philadelphia Phillies","Jared Carr"
"11820",13,386,"JR","OF","Northeastern University",2021,"San Francisco Giants","Jared Dupere"
"11821",13,387,"JR","1B","Chatfield High School (Littleton, CO)",2021,"Milwaukee Brewers","Quinton Low"
"11822",13,388,"JR","2B","University of Arizona",2021,"Houston Astros","Kobe Kato"
"11823",13,389,"JR","LHP","Texas A&M University",2021,"Miami Marlins","Chandler Jozwiak"
"11824",13,390,"JR","C","Northwestern University",2021,"Cincinnati Reds","Michael Trautwein"
"11825",13,391,"JR","LHP","Wofford College",2021,"St. Louis Cardinals","Hayes Heinecke"
"11826",13,392,"JR","RHP","Lehigh University",2021,"Toronto Blue Jays","Matt Svanson"
"11827",13,393,"JR","RHP","University of Virginia",2021,"New York Yankees","Zach Messinger"
"11828",13,394,"JR","RHP","Georgia Premier Academy (Statesboro, GA)",2021,"Chicago Cubs","Erian Rodriguez"
"11829",13,395,"JR","C","Shelton State Community College",2021,"Chicago White Sox","Colby Smelley"
"11830",13,396,"JR","RHP","Clemson University",2021,"Cleveland Indians","Davis Sharpe"
"11831",13,397,"JR","C","St. John Fisher College",2021,"Atlanta Braves","Adam Zebrowski"
"11832",13,398,"JR","RHP","Old Dominion University",2021,"Oakland Athletics","Aaron Holiday"
"11833",13,399,"JR","RHP","Seton Hall University",2021,"Minnesota Twins","David Festa"
"11834",13,400,"JR","RHP","Chattanooga State Community College",2021,"San Diego Padres","Kobe Robinson"
"11835",13,401,"JR","1B","Wake Forest University",2021,"Tampa Bay Rays","Bobby Seymour"
"11836",13,402,"JR","RHP","Florida SouthWestern State College",2021,"Los Angeles Dodgers","Antonio Knowles"
"11837",14,403,"JR","OF","Arkansas High School (Texarkana, AR)",2021,"Pittsburgh Pirates","Braylon Bishop"
"11838",14,404,"JR","C","State College of Florida, Manatee-Sarasota",2021,"Texas Rangers","Tucker Mitchell"
"11839",14,405,"JR","RHP","Charleston Southern University",2021,"Detroit Tigers","RJ Petit"
"11840",14,406,"JR","RHP","Miami University of Ohio",2021,"Boston Red Sox","Jacob Webb"
"11841",14,407,"JR","RHP","University of South Carolina",2021,"Baltimore Orioles","Daniel Lloyd"
"11842",14,408,"JR","SS","Grand Canyon University",2021,"Arizona Diamondbacks","Channy Ortiz"
"11843",14,409,"JR","LHP","University of Arkansas",2021,"Kansas City Royals","Caden Monke"
"11844",14,410,"JR","RHP","University of Alabama",2021,"Colorado Rockies","Tyler Ras"
"11845",14,411,"JR","LHP","Kansas State University",2021,"Los Angeles Angels","Eric Torres"
"11846",14,412,"JR","LHP","University of Illinois at Urbana-Champaign",2021,"New York Mets","Nathan Lavender"
"11847",14,413,"JR","LHP","Arizona State University",2021,"Washington Nationals","Erik Tolman"
"11848",14,414,"JR","RHP","Chipola College",2021,"Seattle Mariners","Andrew Moore"
"11849",14,415,"JR","LHP","Veterans Memorial High School (Mission, TX)",2021,"Philadelphia Phillies","Jose Acuna"
"11850",14,416,"JR","RHP","Florida International University",2021,"San Francisco Giants","Tyler Myrick"
"11851",14,417,"JR","OF","Spanish Springs High School (Spanish Springs, NV)",2021,"Milwaukee Brewers","Jace Avina"
"11852",14,418,"JR","RHP","Oregon State University",2021,"Houston Astros","Bryant Salgado"
"11853",14,419,"JR","RHP","University of Kentucky",2021,"Miami Marlins","Holt Jones Jr."
"11854",14,420,"JR","RHP","Clemson University",2021,"Cincinnati Reds","Carter Raffield"
"11855",14,421,"JR","RHP","University of California, Riverside",2021,"St. Louis Cardinals","Andre Granillo"
"11856",14,421,"JR","RHP","College of Southern Nevada",2021,"Toronto Blue Jays","Damiano Palmegiani"
"11857",14,423,"JR","RHP","Durant High School (Plant City, FL)",2021,"New York Yankees","Sean Hermann"
"11858",14,424,"JR","RHP","Grand Canyon University",2021,"Chicago Cubs","Frankie Scalzo Jr."
"11859",14,425,"JR","RHP","Golden West College",2021,"Chicago White Sox","Noah Owen"
"11860",14,426,"JR","RHP","University of California, Irvine",2021,"Cleveland Indians","Trenton Denholm"
"11861",14,427,"JR","SS","Washington University in St. Louis",2021,"Atlanta Braves","Caleb Durbin"
"11862",14,428,"JR","OF","North Carolina State University",2021,"Oakland Athletics","Jonny Butler"
"11863",14,429,"JR","RHP","Grand Canyon University",2021,"Minnesota Twins","Pierson Ohl"
"11864",14,430,"JR","RHP","University of North Carolina at Wilmington",2021,"San Diego Padres","Adam Smith"
"11865",14,431,"JR","RHP","Wake Forest University",2021,"Tampa Bay Rays","Antonio Menendez"
"11866",14,432,"JR","RHP","University of Tampa",2021,"Los Angeles Dodgers","Jordan Leasure"
"11867",15,433,"JR","LHP","University of South Alabama",2021,"Pittsburgh Pirates","Tyler Samaniego"
"11868",15,434,"JR","RHP","Lethbridge College",2021,"Texas Rangers","Evan Elliott"
"11869",15,435,"JR","RHP","St. Edward's University",2021,"Detroit Tigers","Blake Holub"
"11870",15,436,"JR","SS","Green Hope High School (Cary, NC)",2021,"Boston Red Sox","Payton Green"
"11871",15,437,"JR","RHP","Tulane University",2021,"Baltimore Orioles","Keagan Gillies"
"11872",15,438,"JR","C","Wake Forest University",2021,"Arizona Diamondbacks","Shane Muntz"
"11873",15,439,"JR","OF","Dallas Baptist University",2021,"Kansas City Royals","River Town"
"11874",15,440,"JR","SS","University of Michigan",2021,"Colorado Rockies","Benjamin Sems"
"11875",15,441,"JR","RHP","University of Louisville",2021,"Los Angeles Angels","Glenn Albanese Jr."
"11876",15,442,"JR","SS","Pepperdine University",2021,"New York Mets","Wyatt Young"
"11877",15,443,"JR","OF","San Diego State University",2021,"Washington Nationals","Jaden Fein"
"11878",15,444,"JR","3B","Indiana University Bloomington",2021,"Seattle Mariners","Cole Barr"
"11879",15,445,"JR","LHP","St. Cloud State University",2021,"Philadelphia Phillies","Matt Osterberg"
"11880",15,446,"JR","3B","University of North Carolina at Wilmington",2021,"San Francisco Giants","Brooks Baldwin"
"11881",15,447,"JR","LHP","San Jacinto College",2021,"Milwaukee Brewers","Hunter Hollan"
"11882",15,448,"JR","RHP","UCLA",2021,"Houston Astros","Adrian Chaidez"
"11883",15,449,"JR","LHP","University of Connecticut",2021,"Miami Marlins","Caleb Wurster"
"11884",15,450,"JR","OF","Western Michigan University",2021,"Cincinnati Reds","Blake Dunn"
"11885",15,451,"JR","LHP","University of Southern California",2021,"St. Louis Cardinals","Alex Cornwell"
"11886",15,452,"JR","OF","Austin Peay State University",2021,"Toronto Blue Jays","Garrett Spain"
"11887",15,453,"JR","RHP","Virginia Commonwealth University",2021,"New York Yankees","Danny Watson"
"11888",15,454,"JR","3B","Florida Atlantic University",2021,"Chicago Cubs","BJ Murray Jr."
"11889",15,455,"JR","OF","Big Valley Christian High School (Modesto, CA)",2021,"Chicago White Sox","Cameron Butler"
"11890",15,456,"JR","RHP","Coastal Carolina University",2021,"Cleveland Indians","Alaska Abney"
"11891",15,457,"JR","OF","Stanford University",2021,"Atlanta Braves","Christian Robinson"
"11892",15,458,"JR","RHP","University of Central Oklahoma",2021,"Oakland Athletics","Luke Anderson"
"11893",15,459,"JR","SS","UCLA",2021,"Minnesota Twins","Mikey Perez"
"11894",15,460,"JR","C","University of Miami",2021,"San Diego Padres","Anthony Vilar"
"11895",15,461,"JR","RHP","University of Louisiana at Lafayette",2021,"Tampa Bay Rays","Conor Angel"
"11896",15,462,"JR","RHP","West Virginia University",2021,"Los Angeles Dodgers","Madison Jeffrey"
"11897",16,463,"JR","SS","Baylor School (Chattanooga, TN)",2021,"Pittsburgh Pirates","Danny Corona"
"11898",16,464,"JR","LHP","Eaton High School (Eaton, CO)",2021,"Minnesota Twins","Ryan Ure"
"11899",16,465,"JR","RHP","Florida State University",2021,"Detroit Tigers","Jack Anderson"
"11900",16,466,"JR","2B","Reedley College",2021,"Boston Red Sox","B.J. Vela"
"11901",16,467,"JR","RHP","University of California, Irvine",2021,"Baltimore Orioles","Peter Van Loon"
"11902",16,468,"JR","OF","California State University, Bakersfield",2021,"Arizona Diamondbacks","Jacen Roberson"
"11903",16,469,"JR","RHP","Virginia Polytechnic Institute and State University",2021,"Kansas City Royals","Anthony Simonelli"
"11904",16,470,"JR","OF","University of Washington",2021,"Colorado Rockies","Braiden Ward"
"11905",16,471,"JR","RHP","Northeastern University",2021,"Los Angeles Angels","Brandon Dufault"
"11906",16,472,"JR","RHP","Fairfield University",2021,"New York Mets","Trey McLoughlin"
"11907",16,473,"JR","RHP","University of Central Florida",2021,"Washington Nationals","Jack Sinclair"
"11908",16,474,"JR","RHP","Hofstra University",2021,"Seattle Mariners","Jimmy Joyce"
"11909",16,475,"JR","RHP","Glendale Community College",2021,"Philadelphia Phillies","Ty Collins"
"11910",16,476,"JR","LHP","University of South Carolina",2021,"San Francisco Giants","Julian Bosnic"
"11911",16,477,"JR","SS","Champagnat Catholic School (Hialeah, FL)",2021,"Milwaukee Brewers","Kaylan Nicasia"
"11912",16,478,"JR","RHP","Northeastern State University",2021,"Houston Astros","Nic Swanson"
"11913",16,479,"JR","1B","University of Texas at Austin",2021,"Miami Marlins","Ivan Melendez"
"11914",16,480,"JR","RHP","Alvin Community College",2021,"Cincinnati Reds","Owen Holt"
"11915",16,481,"JR","C","University of North Carolina at Charlotte",2021,"St. Louis Cardinals","Aaron McKeithan"
"11916",16,482,"JR","RHP","Mennonite Educational Institute (Abbotsford, BC)",2021,"Toronto Blue Jays","Micah Bucknam"
"11917",16,483,"JR","RHP","State College of Florida, Manatee-Sarasota",2021,"New York Yankees","Cole Ayers"
"11918",16,484,"JR","RHP","Texas State University",2021,"Chicago Cubs","Zac Leigh"
"11919",16,485,"JR","OF","North Carolina State University",2021,"Chicago White Sox","Terrell Tatum"
"11920",16,486,"JR","RHP","UCLA",2021,"Cleveland Indians","Zach Pettway"
"11921",16,487,"JR","LHP","Howard College",2021,"Atlanta Braves","Kris Anglin"
"11922",16,488,"JR","LHP","Illinois State University",2021,"Oakland Athletics","Colton Johnson"
"11923",16,489,"JR","LHP","California State University, Long Beach",2021,"Minnesota Twins","Johnathan Lavallee"
"11924",16,490,"JR","RHP","Gonzaga University",2021,"San Diego Padres","Alek Jacob"
"11925",16,491,"JR","RHP","Central Michigan University",2021,"Tampa Bay Rays","Ian Leatherman"
"11926",16,492,"JR","OF","Gunnery High School (Cheshire, CT)",2021,"Los Angeles Dodgers","Mike Sirota"
"11927",17,493,"JR","RHP","Saint Mary's College of California",2021,"Pittsburgh Pirates","Carlos Lomeli"
"11928",17,494,"JR","RHP","Key West High School (Key West, FL)",2021,"Texas Rangers","Michael Alfonso"
"11929",17,495,"JR","RHP","Wichita State University",2021,"Detroit Tigers","Aaron Haase"
"11930",17,496,"JR","RHP","Chipola College",2021,"Boston Red Sox","Luis Guerrero"
"11931",17,497,"JR","RHP","Pomona-Pitzer College",2021,"Baltimore Orioles","Ryan Long"
"11932",17,498,"JR","SS","IMG Academy (Bradenton, FL)",2021,"Arizona Diamondbacks","Drake Varnado"
"11933",17,499,"JR","C","North Carolina State University",2021,"Kansas City Royals","Luca Tresh"
"11934",17,500,"JR","RHP","Florida Southern College",2021,"Colorado Rockies","Jarrod Cande"
"11935",17,501,"JR","RHP","Michigan State University",2021,"Los Angeles Angels","Mason Erla"
"11936",17,502,"JR","LHP","Xavier University",2021,"New York Mets","Nick Zwack"
"11937",17,503,"JR","RHP","University of North Carolina at Greensboro",2021,"Washington Nationals","Brendan Collins"
"11938",17,504,"JR","RHP","Villanova University",2021,"Seattle Mariners","Jimmy Kingsbury"
"11939",17,505,"JR","RHP","University of South Carolina Upstate",2021,"Philadelphia Phillies","Alex Garbrick"
"11940",17,506,"JR","RHP","Oklahoma State University",2021,"San Francisco Giants","Brett Standlee"
"11941",17,507,"JR","C","Mounds View High School (Arden Hills, MN)",2021,"Milwaukee Brewers","Will Rogers"
"11942",17,508,"JR","3B","Pennsylvania State University",2021,"Houston Astros","Justin Williams"
"11943",17,509,"JR","LHP","Arizona State University",2021,"Miami Marlins","Justin Fall"
"11944",17,510,"JR","RHP","Sacramento City College",2021,"Cincinnati Reds","Dennis Boatman"
"11945",17,511,"JR","OF","Florida State University",2021,"St. Louis Cardinals","Elijah Cabell"
"11946",17,512,"JR","LHP","Arizona State University",2021,"Toronto Blue Jays","Cooper Benson"
"11947",17,513,"JR","IF","Indiana University Bloomington",2021,"New York Yankees","Grant Richardson"
"11948",17,514,"JR","SS","Leadership Christian Academy (Guaynabo, PR)",2021,"Chicago Cubs","Christian Olivo"
"11949",17,515,"JR","3B","Vanderbilt University",2021,"Chicago White Sox","Jayson Gonzalez"
"11950",17,516,"JR","RHP","Arizona State University",2021,"Cleveland Indians","Tyler Thornton"
